35.46905,2.90805,0.00,6.17,668.50
35.46902,2.90809,0.00,1.37,671.70
35.46905,2.90809,0.00,0.00,671.70
35.46901,2.90811,0.00,0.07,664.40
35.46902,2.90807,0.00,0.00,664.40
35.46902,2.90807,0.00,0.00,672.30
35.46939,2.90804,0.04,6.20,672.30
35.47520,2.90771,0.69,6.20,672.60
35.48481,2.90713,1.76,76.27,672.60
35.49645,2.90648,3.06,76.27,662.30
35.50790,2.90583,4.33,76.21,662.30
35.51953,2.90519,5.63,76.21,653.20
35.53097,2.90455,6.90,76.21,648.80
35.54241,2.90391,8.17,76.28,648.80
35.55404,2.90326,9.47,76.28,646.90
35.56548,2.90262,10.74,76.23,646.90
35.57231,2.90267,11.50,76.23,647.40
35.57700,2.90215,12.02,38.89,647.40
35.58414,2.90185,12.82,38.89,649.70
35.59174,2.90182,13.66,38.89,649.30
35.59815,2.90134,14.38,53.17,649.30
35.60366,2.89830,15.05,53.17,640.30
35.60409,2.89798,15.11,18.19,640.30
35.60910,2.89607,15.69,18.19,638.90
35.61703,2.89311,16.61,59.04,638.90
35.62582,2.88982,17.63,59.04,636.50
35.63113,2.88785,18.25,15.35,636.50
35.63584,2.88608,18.80,15.35,633.80
35.64609,2.88224,19.99,63.19,633.80
35.65472,2.87897,20.99,63.19,642.80
35.66396,2.87546,22.07,65.78,642.80
35.67345,2.86814,23.31,65.78,640.80
35.68214,2.86131,24.46,56.89,640.80
35.68941,2.85558,25.42,56.89,639.00
35.69659,2.84994,26.37,56.82,639.00
35.70232,2.84543,27.12,56.82,639.40
35.70538,2.84302,27.53,13.30,639.40
35.70547,2.84184,27.63,13.30,643.20
35.70077,2.83678,28.33,56.75,643.20
35.69429,2.82971,29.29,56.75,634.50
35.68820,2.82309,30.19,56.75,636.50
35.68174,2.81604,31.15,56.75,641.00
35.67536,2.80911,32.10,56.62,641.00
35.67094,2.80199,32.91,56.62,641.40
35.67272,2.78911,34.09,71.28,641.40
35.67485,2.77442,35.44,71.28,641.90
35.67497,2.77369,35.50,0.00,641.90
35.67573,2.76864,35.97,0.00,642.80
35.68537,2.75647,37.50,0.00,645.90
35.69930,2.75596,39.05,0.00,655.70
35.71371,2.75627,40.65,95.80,655.70
35.72835,2.75659,42.28,95.80,663.40
35.74274,2.75688,43.88,95.75,663.40
35.75738,2.75724,45.51,95.75,669.50
35.77172,2.75755,47.11,94.16,669.50
35.78633,2.75681,48.73,94.16,667.00
35.79800,2.76080,50.08,94.16,637.70
35.80844,2.76631,51.34,76.19,637.70
35.81996,2.76771,52.63,76.19,629.40
35.83084,2.77113,53.88,76.86,629.40
35.83915,2.76248,55.09,76.86,629.30
35.84397,2.74943,56.38,76.86,620.40
35.85039,2.73783,57.65,76.86,621.80
35.86004,2.73025,58.92,76.32,621.80
35.87108,2.73071,60.15,76.32,622.20
35.88039,2.73511,61.25,47.82,622.20
35.88652,2.73434,61.94,47.82,621.80
35.89457,2.73741,62.88,76.28,621.80
35.89861,2.74778,63.91,76.28,620.10
35.90213,2.75458,64.64,45.04,620.10
35.90628,2.75924,65.26,45.04,616.10
35.91674,2.76668,66.61,45.04,606.60
35.92779,2.76923,67.86,45.04,608.40
35.93751,2.77634,69.11,45.04,618.10
35.94673,2.78448,70.37,76.19,618.10
35.95002,2.79123,71.08,76.19,596.80
35.94900,2.80433,72.27,76.19,596.80
35.95267,2.81793,73.56,76.19,617.10
35.95925,2.82901,74.79,76.19,625.30
35.96581,2.84083,76.08,76.19,643.50
35.97117,2.85166,77.23,75.62,643.50
35.97943,2.86063,78.45,75.62,656.80
35.98496,2.87322,79.74,75.62,666.80
35.98724,2.88719,81.02,75.62,672.20
35.99117,2.89687,81.99,75.62,689.20
35.99117,2.89687,81.99,75.62,689.20
35.99142,2.89756,82.06,0.00,689.20
35.99288,2.90174,82.47,0.00,707.80
35.99765,2.91277,83.60,0.00,681.60
36.00612,2.90421,84.81,77.15,681.60
36.01812,2.90168,86.17,77.15,681.90
36.03079,2.89994,87.58,85.86,681.90
36.04359,2.90282,89.03,85.86,701.10
36.05643,2.90558,90.48,85.86,714.50
36.06824,2.90953,91.84,85.86,725.30
36.07449,2.91130,92.55,70.10,725.30
36.08649,2.91463,93.92,70.10,768.20
36.09605,2.92220,95.18,81.54,768.20
36.10729,2.92040,96.44,81.54,892.00
36.11674,2.92426,97.55,81.54,927.70
36.12167,2.92903,98.25,81.54,934.70
36.12777,2.92418,99.05,81.54,990.20
36.13373,2.92064,99.79,57.12,990.20
36.13965,2.91930,100.46,57.12,929.20
36.14405,2.91303,101.20,57.12,944.50
36.14743,2.90384,102.11,66.12,944.50
36.15424,2.90088,102.91,66.12,1017.70
36.16003,2.90261,103.57,47.24,1017.70
36.16642,2.89986,104.32,47.24,1124.60
36.17102,2.89270,105.15,47.24,1177.10
36.17594,2.89117,105.71,47.24,1201.40
36.18025,2.89287,106.21,25.98,1201.40
36.18471,2.89093,106.74,25.98,1217.30
36.18957,2.89383,107.34,25.98,1214.10
36.19186,2.89204,107.64,45.58,1214.10
36.19770,2.88783,108.39,45.58,1239.40
36.20243,2.88494,108.98,33.08,1239.40
36.20633,2.88756,109.47,33.08,1221.60
36.20817,2.89061,109.81,0.00,1221.60
36.20817,2.89061,109.81,0.00,1215.00
36.20817,2.89061,109.81,0.00,1215.00
36.20817,2.89061,109.81,0.00,1215.00
36.20817,2.89061,109.81,0.00,1215.00
36.20817,2.89061,109.81,0.00,1215.00
36.20817,2.89061,109.81,0.00,1215.00
36.20820,2.89057,0.00,0.57,1227.70
36.21025,2.89329,0.33,42.26,1227.70
36.21523,2.89804,1.03,42.26,1186.60
36.21445,2.89191,1.59,42.26,1181.40
36.21531,2.88620,2.11,32.21,1181.40
36.21636,2.88038,2.65,32.21,1150.20
36.21968,2.87904,3.03,23.02,1150.20
36.22478,2.87851,3.60,23.02,1126.90
36.23404,2.87387,4.71,79.80,1126.90
36.23906,2.86227,5.89,79.80,1033.60
36.24481,2.85095,7.09,81.75,1033.60
36.25021,2.84170,8.12,81.75,925.80
36.25493,2.83958,8.68,43.84,925.80
36.25612,2.83672,0.00,0.20,911.80
36.25620,2.83672,0.01,0.20,905.10
36.25620,2.83672,0.01,0.00,905.10
36.25620,2.83672,0.01,0.00,905.10
36.25620,2.83672,0.01,0.00,905.10
36.25578,2.83242,0.40,0.00,920.60
36.25634,2.82213,1.32,0.00,908.30
36.26249,2.81600,2.20,0.00,897.70
36.26808,2.81337,2.86,58.28,897.70
36.27551,2.80929,3.77,58.28,826.20
36.27499,2.79256,5.27,98.14,826.20
36.28168,2.77963,6.65,98.14,739.70
36.28729,2.77522,7.38,58.99,739.70
36.29290,2.77666,8.02,58.99,663.10
36.29862,2.78143,8.79,60.78,663.10
36.30416,2.78842,9.67,60.78,554.50
36.30943,2.78202,10.49,45.87,554.50
36.31043,2.77759,10.90,45.87,464.20
36.31222,2.77599,11.14,26.82,464.20
36.31379,2.77349,11.43,26.82,432.40
36.31918,2.77080,12.07,26.82,411.10
36.32590,2.76671,12.91,26.82,400.30
36.33052,2.76288,13.52,24.87,400.30
36.33517,2.76325,14.04,24.87,392.80
36.34014,2.76423,14.60,47.74,392.80
36.34387,2.76816,15.14,47.74,374.80
36.35016,2.76915,15.85,47.74,362.50
36.35716,2.76714,16.65,47.74,349.20
36.36072,2.76665,17.05,0.00,349.20
36.36131,2.76654,17.11,0.00,367.40
36.36334,2.76703,17.34,0.00,366.20
36.36786,2.76853,17.86,44.17,366.20
36.37310,2.77255,18.55,44.17,315.40
36.37646,2.77081,18.95,39.04,315.40
36.38125,2.76766,19.56,39.04,295.50
36.38653,2.76545,20.18,39.04,277.30
36.39193,2.76529,20.78,41.65,277.30
36.39770,2.76404,21.43,41.65,284.50
36.40398,2.76341,22.13,41.65,282.00
36.40888,2.75977,22.76,41.65,250.90
36.41460,2.75539,23.51,41.65,215.30
36.42129,2.75812,24.29,43.54,215.30
36.42726,2.75293,25.10,43.54,157.60
36.43362,2.75217,25.81,43.54,138.60
36.43830,2.75202,26.33,64.52,138.60
36.45080,2.74957,27.74,84.10,138.60
36.45722,2.74945,28.46,84.10,106.10
36.46485,2.76064,29.77,84.10,116.30
36.47314,2.77555,31.39,84.10,143.30
36.47603,2.77939,31.86,0.00,143.30
36.47603,2.77939,31.86,0.00,155.10
36.47603,2.77939,31.86,0.00,155.10
36.47850,2.78110,32.17,0.00,162.00
36.49043,2.78318,33.51,95.12,162.00
36.50421,2.78784,35.10,95.12,132.30
36.51033,2.80370,36.67,94.95,132.30
36.51252,2.82163,38.29,94.95,143.70
36.51935,2.83440,39.66,95.97,143.70
36.53009,2.84654,41.28,95.97,114.80
36.52896,2.86307,42.76,95.97,118.90
36.53898,2.87567,44.34,95.97,100.80
36.55084,2.88597,45.95,96.54,100.80
36.56288,2.89646,47.59,96.54,63.10
36.57659,2.89904,49.13,96.54,44.00
36.58696,2.90819,50.54,95.75,44.00
36.59502,2.92126,52.01,95.75,28.80
36.60634,2.92961,53.48,85.25,28.80
36.61803,2.93676,54.92,85.25,25.50
36.62713,2.94616,56.24,68.10,25.50
36.63346,2.95901,57.58,68.10,41.30
36.63829,2.97491,59.10,87.93,41.30
36.64030,2.99102,60.55,87.93,42.00
36.64429,3.00503,61.88,81.58,42.00
36.65127,3.01426,63.01,49.45,42.00
36.65626,3.01079,63.65,73.45,42.00
36.66213,3.00297,64.60,73.45,119.00
36.66294,3.00235,64.71,73.45,130.10
36.66379,3.00180,64.82,73.45,141.30
36.66792,2.99959,65.32,12.28,141.30
36.67636,3.00051,66.26,12.28,172.10
36.68387,2.98542,67.84,102.17,172.10
36.68468,2.96539,69.63,102.17,127.10
36.69010,2.94797,71.30,69.41,127.10
36.69374,2.94278,71.91,69.41,157.70
36.69041,2.93628,72.60,69.41,173.20
36.68869,2.93666,72.79,69.41,183.10
36.68545,2.93072,73.43,20.39,183.10
36.68584,2.92624,73.84,20.39,171.20
36.68389,2.91983,74.45,40.17,171.20
36.67997,2.91874,74.89,40.17,177.90
36.68029,2.91212,75.49,40.17,150.80
36.67983,2.90838,75.82,40.17,162.00
36.67915,2.90479,76.15,40.17,177.60
36.67948,2.90370,76.26,12.41,177.60
36.68093,2.90084,76.56,12.41,184.10
36.67861,2.89899,76.86,12.41,193.40
36.67912,2.89853,76.93,12.41,195.70
36.67912,2.89853,76.93,12.41,195.70
36.67930,2.89830,76.96,0.00,195.70
